0x8EC3,	0xFF83,	//	HALFWIDTH KATAKANA LETTER TE
0x8EC4,	0xFF84,	//	HALFWIDTH KATAKANA LETTER TO
0x8EC5,	0xFF85,	//	HALFWIDTH KATAKANA LETTER NA
0x8EC6,	0xFF86,	//	HALFWIDTH KATAKANA LETTER NI
0x8EC7,	0xFF87,	//	HALFWIDTH KATAKANA LETTER NU
0x8EC8,	0xFF88,	//	HALFWIDTH KATAKANA LETTER NE
0x8EC9,	0xFF89,	//	HALFWIDTH KATAKANA LETTER NO
0x8ECA,	0xFF8A,	//	HALFWIDTH KATAKANA LETTER HA
0x8ECB,	0xFF8B,	//	HALFWIDTH KATAKANA LETTER HI
0x8ECC,	0xFF8C,	//	HALFWIDTH KATAKANA LETTER HU
0x8ECD,	0xFF8D,	//	HALFWIDTH KATAKANA LETTER HE
0x8ECE,	0xFF8E,	//	HALFWIDTH KATAKANA LETTER HO
0x8ECF,	0xFF8F,	//	HALFWIDTH KATAKANA LETTER MA
0x8ED0,	0xFF90,	//	HALFWIDTH KATAKANA LETTER MI
0x8ED1,	0xFF91,	//	HALFWIDTH KATAKANA LETTER MU
0x8ED2,	0xFF92,	//	HALFWIDTH KATAKANA LETTER ME
0x8ED3,	0xFF93,	//	HALFWIDTH KATAKANA LETTER MO
0x8ED4,	0xFF94,	//	HALFWIDTH KATAKANA LETTER YA
0x8ED5,	0xFF95,	//	HALFWIDTH KATAKANA LETTER YU
0x8ED6,	0xFF96,	//	HALFWIDTH KATAKANA LETTER YO
0x8ED7,	0xFF97,	//	HALFWIDTH KATAKANA LETTER RA
0x8ED8,	0xFF98,	//	HALFWIDTH KATAKANA LETTER RI
0x8ED9,	0xFF99,	//	HALFWIDTH KATAKANA LETTER RU
0x8EDA,	0xFF9A,	//	HALFWIDTH KATAKANA LETTER RE
0x8EDB,	0xFF9B,	//	HALFWIDTH KATAKANA LETTER RO
0x8EDC,	0xFF9C,	//	HALFWIDTH KATAKANA LETTER WA
0x8EDD,	0xFF9D,	//	HALFWIDTH KATAKANA LETTER N
0x8EDE,	0xFF9E,	//	HALFWIDTH KATAKANA VOICED SOUND MARK
0x8EDF,	0xFF9F,	//	HALFWIDTH KATAKANA SEMI-VOICED SOUND MARK
0xA1A1,	0x3000,	//	IDEOGRAPHIC SPACE
0xA1A2,	0x3001,	//	IDEOGRAPHIC COMMA
0xA1A3,	0x3002,	//	IDEOGRAPHIC FULL STOP
0xA1A4,	0xFF0C,	//	FULLWIDTH COMMA
0xA1A5,	0xFF0E,	//	FULLWIDTH FULL STOP
0xA1A6,	0x30FB,	//	KATAKANA MIDDLE DOT
0xA1A7,	0xFF1A,	//	FULLWIDTH COLON
0xA1A8,	0xFF1B,	//	FULLWIDTH SEMICOLON
0xA1A9,	0xFF1F,	//	FULLWIDTH QUESTION MARK
0xA1AA,	0xFF01,	//	FULLWIDTH EXCLAMATION MARK
0xA1AB,	0x309B,	//	KATAKANA-HIRAGANA VOICED SOUND MARK
0xA1AC,	0x309C,	//	KATAKANA-HIRAGANA SEMI-VOICED SOUND MARK
0xA1AD,	0x00B4,	//	ACUTE ACCENT
0xA1AE,	0xFF40,	//	FULLWIDTH GRAVE ACCENT
0xA1AF,	0x00A8,	//	DIAERESIS
0xA1B0,	0xFF3E,	//	FULLWIDTH CIRCUMFLEX ACCENT
0xA1B1,	0xFFE3,	//	FULLWIDTH MACRON
0xA1B2,	0xFF3F,	//	FULLWIDTH LOW LINE
0xA1B3,	0x30FD,	//	KATAKANA ITERATION MARK
0xA1B4,	0x30FE,	//	KATAKANA VOICED ITERATION MARK
0xA1B5,	0x309D,	//	HIRAGANA ITERATION MARK
0xA1B6,	0x309E,	//	HIRAGANA VOICED ITERATION MARK
0xA1B7,	0x3003,	//	DITTO MARK
0xA1B8,	0x4EDD,	//	CJK UNIFIED IDEOGRAPH
0xA1B9,	0x3005,	//	IDEOGRAPHIC ITERATION MARK
0xA1BA,	0x3006,	//	IDEOGRAPHIC CLOSING MARK
0xA1BB,	0x3007,	//	IDEOGRAPHIC NUMBER ZERO
0xA1BC,	0x30FC,	//	KATAKANA-HIRAGANA PROLONGED SOUND MARK
0xA1BD,	0x2015,	//	HORIZONTAL BAR
0xA1BE,	0x2010,	//	HYPHEN
0xA1BF,	0xFF0F,	//	FULLWIDTH SOLIDUS
0xA1C0,	0xFF3C,	//	FULLWIDTH REVERSE SOLIDUS
0xA1C1,	0xFF5E,	//	FULLWIDTH TILDE
0xA1C2,	0x2225,	//	PARALLEL TO
0xA1C3,	0xFF5C,	//	FULLWIDTH VERTICAL LINE
0xA1C4,	0x2026,	//	HORIZONTAL ELLIPSIS
0xA1C5,	0x2025,	//	TWO DOT LEADER
0xA1C6,	0x2018,	//	LEFT SINGLE QUOTATION MARK
0xA1C7,	0x2019,	//	RIGHT SINGLE QUOTATION MARK
0xA1C8,	0x201C,	//	LEFT DOUBLE QUOTATION MARK
0xA1C9,	0x201D,	//	RIGHT DOUBLE QUOTATION MARK
0xA1CA,	0xFF08,	//	FULLWIDTH LEFT PARENTHESIS
0xA1CB,	0xFF09,	//	FULLWIDTH RIGHT PARENTHESIS
0xA1CC,	0x3014,	//	LEFT TORTOISE SHELL BRACKET
0xA1CD,	0x3015,	//	RIGHT TORTOISE SHELL BRACKET
0xA1CE,	0xFF3B,	//	FULLWIDTH LEFT SQUARE BRACKET
0xA1CF,	0xFF3D,	//	FULLWIDTH RIGHT SQUARE BRACKET
0xA1D0,	0xFF5B,	//	FULLWIDTH LEFT CURLY BRACKET
0xA1D1,	0xFF5D,	//	FULLWIDTH RIGHT CURLY BRACKET
0xA1D2,	0x3008,	//	LEFT ANGLE BRACKET
0xA1D3,	0x3009,	//	RIGHT ANGLE BRACKET
0xA1D4,	0x300A,	//	LEFT DOUBLE ANGLE BRACKET
0xA1D5,	0x300B,	//	RIGHT DOUBLE ANGLE BRACKET
0xA1D6,	0x300C,	//	LEFT CORNER BRACKET
0xA1D7,	0x300D,	//	RIGHT CORNER BRACKET
0xA1D8,	0x300E,	//	LEFT WHITE CORNER BRACKET
0xA1D9,	0x300F,	//	RIGHT WHITE CORNER BRACKET
0xA1DA,	0x3010,	//	LEFT BLACK LENTICULAR BRACKET
0xA1DB,	0x3011,	//	RIGHT BLACK LENTICULAR BRACKET
0xA1DC,	0xFF0B,	//	FULLWIDTH PLUS SIGN
0xA1DD,	0xFF0D,	//	FULLWIDTH HYPHEN-MINUS
0xA1DE,	0x00B1,	//	PLUS-MINUS SIGN
0xA1DF,	0x00D7,	//	MULTIPLICATION SIGN
0xA1E0,	0x00F7,	//	DIVISION SIGN
0xA1E1,	0xFF1D,	//	FULLWIDTH EQUALS SIGN
0xA1E2,	0x2260,	//	NOT EQUAL TO
0xA1E3,	0xFF1C,	//	FULLWIDTH LESS-THAN SIGN
0xA1E4,	0xFF1E,	//	FULLWIDTH GREATER-THAN SIGN
0xA1E5,	0x2266,	//	LESS-THAN OVER EQUAL TO
0xA1E6,	0x2267,	//	GREATER-THAN OVER EQUAL TO
0xA1E7,	0x221E,	//	INFINITY
0xA1E8,	0x2234,	//	THEREFORE
0xA1E9,	0x2642,	//	MALE SIGN
0xA1EA,	0x2640,	//	FEMALE SIGN
0xA1EB,	0x00B0,	//	DEGREE SIGN
0xA1EC,	0x2032,	//	PRIME
0xA1ED,	0x2033,	//	DOUBLE PRIME
0xA1EE,	0x2103,	//	DEGREE CELSIUS
0xA1EF,	0xFFE5,	//	FULLWIDTH YEN SIGN
0xA1F0,	0xFF04,	//	FULLWIDTH DOLLAR SIGN
0xA1F1,	0xFFE0,	//	FULLWIDTH CENT SIGN
0xA1F2,	0xFFE1,	//	FULLWIDTH POUND SIGN
0xA1F3,	0xFF05,	//	FULLWIDTH PERCENT SIGN
0xA1F4,	0xFF03,	//	FULLWIDTH NUMBER SIGN
0xA1F5,	0xFF06,	//	FULLWIDTH AMPERSAND
0xA1F6,	0xFF0A,	//	FULLWIDTH ASTERISK
0xA1F7,	0xFF20,	//	FULLWIDTH COMMERCIAL AT
0xA1F8,	0x00A7,	//	SECTION SIGN
0xA1F9,	0x2606,	//	WHITE STAR
0xA1FA,	0x2605,	//	BLACK STAR
0xA1FB,	0x25CB,	//	WHITE CIRCLE
0xA1FC,	0x25CF,	//	BLACK CIRCLE
0xA1FD,	0x25CE,	//	BULLSEYE
0xA1FE,	0x25C7,	//	WHITE DIAMOND
0xA2A1,	0x25C6,	//	BLACK DIAMOND
0xA2A2,	0x25A1,	//	WHITE SQUARE
0xA2A3,	0x25A0,	//	BLACK SQUARE
0xA2A4,	0x25B3,	//	WHITE UP-POINTING TRIANGLE
0xA2A5,	0x25B2,	//	BLACK UP-POINTING TRIANGLE
0xA2A6,	0x25BD,	//	WHITE DOWN-POINTING TRIANGLE
0xA2A7,	0x25BC,	//	BLACK DOWN-POINTING TRIANGLE
0xA2A8,	0x203B,	//	REFERENCE MARK
0xA2A9,	0x3012,	//	POSTAL MARK
0xA2AA,	0x2192,	//	RIGHTWARDS ARROW
0xA2AB,	0x2190,	//	LEFTWARDS ARROW
0xA2AC,	0x2191,	//	UPWARDS ARROW
0xA2AD,	0x2193,	//	DOWNWARDS ARROW
0xA2AE,	0x3013,	//	GETA MARK
0xA2BA,	0x2208,	//	ELEMENT OF
0xA2BB,	0x220B,	//	CONTAINS AS MEMBER
0xA2BC,	0x2286,	//	SUBSET OF OR EQUAL TO
0xA2BD,	0x2287,	//	SUPERSET OF OR EQUAL TO
0xA2BE,	0x2282,	//	SUBSET OF
0xA2BF,	0x2283,	//	SUPERSET OF
0xA2C0,	0x222A,	//	UNION
0xA2C1,	0x2229,	//	INTERSECTION
0xA2CA,	0x2227,	//	LOGICAL AND
0xA2CB,	0x2228,	//	LOGICAL OR
0xA2CC,	0xFFE2,	//	FULLWIDTH NOT SIGN
0xA2CD,	0x21D2,	//	RIGHTWARDS DOUBLE ARROW
0xA2CE,	0x21D4,	//	LEFT RIGHT DOUBLE ARROW
0xA2CF,	0x2200,	//	FOR ALL
0xA2D0,	0x2203,	//	THERE EXISTS
0xA2DC,	0x2220,	//	ANGLE
0xA2DD,	0x22A5,	//	UP TACK
0xA2DE,	0x2312,	//	ARC
0xA2DF,	0x2202,	//	PARTIAL DIFFERENTIAL
0xA2E0,	0x2207,	//	NABLA
0xA2E1,	0x2261,	//	IDENTICAL TO
0xA2E2,	0x2252,	//	APPROXIMATELY EQUAL TO OR THE IMAGE OF
0xA2E3,	0x226A,	//	MUCH LESS-THAN
0xA2E4,	0x226B,	//	MUCH GREATER-THAN
0xA2E5,	0x221A,	//	SQUARE ROOT
0xA2E6,	0x223D,	//	REVERSED TILDE
0xA2E7,	0x221D,	//	PROPORTIONAL TO
0xA2E8,	0x2235,	//	BECAUSE
0xA2E9,	0x222B,	//	INTEGRAL
0xA2EA,	0x222C,	//	DOUBLE INTEGRAL
0xA2F2,	0x212B,	//	ANGSTROM SIGN
0xA2F3,	0x2030,	//	PER MILLE SIGN
0xA2F4,	0x266F,	//	MUSIC SHARP SIGN
0xA2F5,	0x266D,	//	MUSIC FLAT SIGN
0xA2F6,	0x266A,	//	EIGHTH NOTE
0xA2F7,	0x2020,	//	DAGGER
0xA2F8,	0x2021,	//	DOUBLE DAGGER
0xA2F9,	0x00B6,	//	PILCROW SIGN
0xA2FE,	0x25EF,	//	LARGE CIRCLE
0xA3B0,	0xFF10,	//	FULLWIDTH DIGIT ZERO
0xA3B1,	0xFF11,	//	FULLWIDTH DIGIT ONE
0xA3B2,	0xFF12,	//	FULLWIDTH DIGIT TWO
0xA3B3,	0xFF13,	//	FULLWIDTH DIGIT THREE
0xA3B4,	0xFF14,	//	FULLWIDTH DIGIT FOUR
0xA3B5,	0xFF15,	//	FULLWIDTH DIGIT FIVE
0xA3B6,	0xFF16,	//	FULLWIDTH DIGIT SIX
0xA3B7,	0xFF17,	//	FULLWIDTH DIGIT SEVEN
0xA3B8,	0xFF18,	//	FULLWIDTH DIGIT EIGHT
0xA3B9,	0xFF19,	//	FULLWIDTH DIGIT NINE
0xA3C1,	0xFF21,	//	FULLWIDTH LATIN CAPITAL LETTER A
0xA3C2,	0xFF22,	//	FULLWIDTH LATIN CAPITAL LETTER B
0xA3C3,	0xFF23,	//	FULLWIDTH LATIN CAPITAL LETTER C
0xA3C4,	0xFF24,	//	FULLWIDTH LATIN CAPITAL LETTER D
0xA3C5,	0xFF25,	//	FULLWIDTH LATIN CAPITAL LETTER E
0xA3C6,	0xFF26,	//	FULLWIDTH LATIN CAPITAL LETTER F
0xA3C7,	0xFF27,	//	FULLWIDTH LATIN CAPITAL LETTER G
0xA3C8,	0xFF28,	//	FULLWIDTH LATIN CAPITAL LETTER H
0xA3C9,	0xFF29,	//	FULLWIDTH LATIN CAPITAL LETTER I
0xA3CA,	0xFF2A,	//	FULLWIDTH LATIN CAPITAL LETTER J
0xA3CB,	0xFF2B,	//	FULLWIDTH LATIN CAPITAL LETTER K
0xA3CC,	0xFF2C,	//	FULLWIDTH LATIN CAPITAL LETTER L
0xA3CD,	0xFF2D,	//	FULLWIDTH LATIN CAPITAL LETTER M
0xA3CE,	0xFF2E,	//	FULLWIDTH LATIN CAPITAL LETTER N
0xA3CF,	0xFF2F,	//	FULLWIDTH LATIN CAPITAL LETTER O
0xA3D0,	0xFF30,	//	FULLWIDTH LATIN CAPITAL LETTER P
0xA3D1,	0xFF31,	//	FULLWIDTH LATIN CAPITAL LETTER Q
0xA3D2,	0xFF32,	//	FULLWIDTH LATIN CAPITAL LETTER R
0xA3D3,	0xFF33,	//	FULLWIDTH LATIN CAPITAL LETTER S
0xA3D4,	0xFF34,	//	FULLWIDTH LATIN CAPITAL LETTER T
0xA3D5,	0xFF35,	//	FULLWIDTH LATIN CAPITAL LETTER U
0xA3D6,	0xFF36,	//	FULLWIDTH LATIN CAPITAL LETTER V
0xA3D7,	0xFF37,	//	FULLWIDTH LATIN CAPITAL LETTER W
0xA3D8,	0xFF38,	//	FULLWIDTH LATIN CAPITAL LETTER X
0xA3D9,	0xFF39,	//	FULLWIDTH LATIN CAPITAL LETTER Y
0xA3DA,	0xFF3A,	//	FULLWIDTH LATIN CAPITAL LETTER Z
0xA3E1,	0xFF41,	//	FULLWIDTH LATIN SMALL LETTER A
0xA3E2,	0xFF42,	//	FULLWIDTH LATIN SMALL LETTER B
0xA3E3,	0xFF43,	//	FULLWIDTH LATIN SMALL LETTER C
0xA3E4,	0xFF44,	//	FULLWIDTH LATIN SMALL LETTER D
0xA3E5,	0xFF45,	//	FULLWIDTH LATIN SMALL LETTER E
0xA3E6,	0xFF46,	//	FULLWIDTH LATIN SMALL LETTER F
0xA3E7,	0xFF47,	//	FULLWIDTH LATIN SMALL LETTER G
0xA3E8,	0xFF48,	//	FULLWIDTH LATIN SMALL LETTER H
0xA3E9,	0xFF49,	//	FULLWIDTH LATIN SMALL LETTER I
0xA3EA,	0xFF4A,	//	FULLWIDTH LATIN SMALL LETTER J
0xA3EB,	0xFF4B,	//	FULLWIDTH LATIN SMALL LETTER K
0xA3EC,	0xFF4C,	//	FULLWIDTH LATIN SMALL LETTER L
0xA3ED,	0xFF4D,	//	FULLWIDTH LATIN SMALL LETTER M
0xA3EE,	0xFF4E,	//	FULLWIDTH LATIN SMALL LETTER N
0xA3EF,	0xFF4F,	//	FULLWIDTH LATIN SMALL LETTER O
0xA3F0,	0xFF50,	//	FULLWIDTH LATIN SMALL LETTER P
0xA3F1,	0xFF51,	//	FULLWIDTH LATIN SMALL LETTER Q
0xA3F2,	0xFF52,	//	FULLWIDTH LATIN SMALL LETTER R
0xA3F3,	0xFF53,	//	FULLWIDTH LATIN SMALL LETTER S
0xA3F4,	0xFF54,	//	FULLWIDTH LATIN SMALL LETTER T
0xA3F5,	0xFF55,	//	FULLWIDTH LATIN SMALL LETTER U
0xA3F6,	0xFF56,	//	FULLWIDTH LATIN SMALL LETTER V
0xA3F7,	0xFF57,	//	FULLWIDTH LATIN SMALL LETTER W
0xA3F8,	0xFF58,	//	FULLWIDTH LATIN SMALL LETTER X
0xA3F9,	0xFF59,	//	FULLWIDTH LATIN SMALL LETTER Y
0xA3FA,	0xFF5A,	//	FULLWIDTH LATIN SMALL LETTER Z
0xA4A1,	0x3041,	//	HIRAGANA LETTER SMALL A
0xA4A2,	0x3042,	//	HIRAGANA LETTER A
0xA4A3,	0x3043,	//	HIRAGANA LETTER SMALL I
0xA4A4,	0x3044,	//	HIRAGANA LETTER I
0xA4A5,	0x3045,	//	HIRAGANA LETTER SMALL U
0xA4A6,	0x3046,	//	HIRAGANA LETTER U
0xA4A7,	0x3047,	//	HIRAGANA LETTER SMALL E
0xA4A8,	0x3048,	//	HIRAGANA LETTER E
0xA4A9,	0x3049,	//	HIRAGANA LETTER SMALL O
0xA4AA,	0x304A,	//	HIRAGANA LETTER O
0xA4AB,	0x304B,	//	HIRAGANA LETTER KA
0xA4AC,	0x304C,	//	HIRAGANA LETTER GA
0xA4AD,	0x304D,	//	HIRAGANA LETTER KI
0xA4AE,	0x304E,	//	HIRAGANA LETTER GI
0xA4AF,	0x304F,	//	HIRAGANA LETTER KU
0xA4B0,	0x3050,	//	HIRAGANA LETTER GU
0xA4B1,	0x3051,	//	HIRAGANA LETTER KE
0xA4B2,	0x3052,	//	HIRAGANA LETTER GE
0xA4B3,	0x3053,	//	HIRAGANA LETTER KO
0xA4B4,	0x3054,	//	HIRAGANA LETTER GO
0xA4B5,	0x3055,	//	HIRAGANA LETTER SA
0xA4B6,	0x3056,	//	HIRAGANA LETTER ZA
0xA4B7,	0x3057,	//	HIRAGANA LETTER SI
0xA4B8,	0x3058,	//	HIRAGANA LETTER ZI
0xA4B9,	0x3059,	//	HIRAGANA LETTER SU
0xA4BA,	0x305A,	//	HIRAGANA LETTER ZU
0xA4BB,	0x305B,	//	HIRAGANA LETTER SE
0xA4BC,	0x305C,	//	HIRAGANA LETTER ZE
0xA4BD,	0x305D,	//	HIRAGANA LETTER SO
0xA4BE,	0x305E,	//	HIRAGANA LETTER ZO
0xA4BF,	0x305F,	//	HIRAGANA LETTER TA
0xA4C0,	0x3060,	//	HIRAGANA LETTER DA
0xA4C1,	0x3061,	//	HIRAGANA LETTER TI
0xA4C2,	0x3062,	//	HIRAGANA LETTER DI
0xA4C3,	0x3063,	//	HIRAGANA LETTER SMALL TU
0xA4C4,	0x3064,	//	HIRAGANA LETTER TU
0xA4C5,	0x3065,	//	HIRAGANA LETTER DU
0xA4C6,	0x3066,	//	HIRAGANA LETTER TE
0xA4C7,	0x3067,	//	HIRAGANA LETTER DE
0xA4C8,	0x3068,	//	HIRAGANA LETTER TO
0xA4C9,	0x3069,	//	HIRAGANA LETTER DO
0xA4CA,	0x306A,	//	HIRAGANA LETTER NA
0xA4CB,	0x306B,	//	HIRAGANA LETTER NI
0xA4CC,	0x306C,	//	HIRAGANA LETTER NU
0xA4CD,	0x306D,	//	HIRAGANA LETTER NE
0xA4CE,	0x306E,	//	HIRAGANA LETTER NO
0xA4CF,	0x306F,	//	HIRAGANA LETTER HA
0xA4D0,	0x3070,	//	HIRAGANA LETTER BA
0xA4D1,	0x3071,	//	HIRAGANA LETTER PA
0xA4D2,	0x3072,	//	HIRAGANA LETTER HI
0xA4D3,	0x3073,	//	HIRAGANA LETTER BI
0xA4D4,	0x3074,	//	HIRAGANA LETTER PI
0xA4D5,	0x3075,	//	HIRAGANA LETTER HU
0xA4D6,	0x3076,	//	HIRAGANA LETTER BU
0xA4D7,	0x3077,	//	HIRAGANA LETTER PU
0xA4D8,	0x3078,	//	HIRAGANA LETTER HE
0xA4D9,	0x3079,	//	HIRAGANA LETTER BE
0xA4DA,	0x307A,	//	HIRAGANA LETTER PE
0xA4DB,	0x307B,	//	HIRAGANA LETTER HO
0xA4DC,	0x307C,	//	HIRAGANA LETTER BO
0xA4DD,	0x307D,	//	HIRAGANA LETTER PO
0xA4DE,	0x307E,	//	HIRAGANA LETTER MA
0xA4DF,	0x307F,	//	HIRAGANA LETTER MI
0xA4E0,	0x3080,	//	HIRAGANA LETTER MU
0xA4E1,	0x3081,	//	HIRAGANA LETTER ME
0xA4E2,	0x3082,	//	HIRAGANA LETTER MO
0xA4E3,	0x3083,	//	HIRAGANA LETTER SMALL YA
0xA4E4,	0x3084,	//	HIRAGANA LETTER YA
0xA4E5,	0x3085,	//	HIRAGANA LETTER SMALL YU
0xA4E6,	0x3086,	//	HIRAGANA LETTER YU
0xA4E7,	0x3087,	//	HIRAGANA LETTER SMALL YO
0xA4E8,	0x3088,	//	HIRAGANA LETTER YO
0xA4E9,	0x3089,	//	HIRAGANA LETTER RA
0xA4EA,	0x308A,	//	HIRAGANA LETTER RI
0xA4EB,	0x308B,	//	HIRAGANA LETTER RU
0xA4EC,	0x308C,	//	HIRAGANA LETTER RE
0xA4ED,	0x308D,	//	HIRAGANA LETTER RO
0xA4EE,	0x308E,	//	HIRAGANA LETTER SMALL WA
0xA4EF,	0x308F,	//	HIRAGANA LETTER WA
0xA4F0,	0x3090,	//	HIRAGANA LETTER WI
0xA4F1,	0x3091,	//	HIRAGANA LETTER WE
0xA4F2,	0x3092,	//	HIRAGANA LETTER WO
0xA4F3,	0x3093,	//	HIRAGANA LETTER N
0xA5A1,	0x30A1,	//	KATAKANA LETTER SMALL A
0xA5A2,	0x30A2,	//	KATAKANA LETTER A
0xA5A3,	0x30A3,	//	KATAKANA LETTER SMALL I
0xA5A4,	0x30A4,	//	KATAKANA LETTER I
0xA5A5,	0x30A5,	//	KATAKANA LETTER SMALL U
0xA5A6,	0x30A6,	//	KATAKANA LETTER U
0xA5A7,	0x30A7,	//	KATAKANA LETTER SMALL E
0xA5A8,	0x30A8,	//	KATAKANA LETTER E
0xA5A9,	0x30A9,	//	KATAKANA LETTER SMALL O
0xA5AA,	0x30AA,	//	KATAKANA LETTER O
0xA5AB,	0x30AB,	//	KATAKANA LETTER KA
0xA5AC,	0x30AC,	//	KATAKANA LETTER GA
0xA5AD,	0x30AD,	//	KATAKANA LETTER KI
0xA5AE,	0x30AE,	//	KATAKANA LETTER GI
0xA5AF,	0x30AF,	//	KATAKANA LETTER KU
0xA5B0,	0x30B0,	//	KATAKANA LETTER GU
0xA5B1,	0x30B1,	//	KATAKANA LETTER KE
0xA5B2,	0x30B2,	//	KATAKANA LETTER GE
0xA5B3,	0x30B3,	//	KATAKANA LETTER KO
0xA5B4,	0x30B4,	//	KATAKANA LETTER GO
0xA5B5,	0x30B5,	//	KATAKANA LETTER SA
0xA5B6,	0x30B6,	//	KATAKANA LETTER ZA
0xA5B7,	0x30B7,	//	KATAKANA LETTER SI
0xA5B8,	0x30B8,	//	KATAKANA LETTER ZI
0xA5B9,	0x30B9,	//	KATAKANA LETTER SU
0xA5BA,	0x30BA,	//	KATAKANA LETTER ZU
0xA5BB,	0x30BB,	//	KATAKANA LETTER SE
0xA5BC,	0x30BC,	//	KATAKANA LETTER ZE
0xA5BD,	0x30BD,	//	KATAKANA LETTER SO
0xA5BE,	0x30BE,	//	KATAKANA LETTER ZO
0xA5BF,	0x30BF,	//	KATAKANA LETTER TA
0xA5C0,	0x30C0,	//	KATAKANA LETTER DA
0xA5C1,	0x30C1,	//	KATAKANA LETTER TI
0xA5C2,	0x30C2,	//	KATAKANA LETTER DI
0xA5C3,	0x30C3,	//	KATAKANA LETTER SMALL TU
0xA5C4,	0x30C4,	//	KATAKANA LETTER TU
0xA5C5,	0x30C5,	//	KATAKANA LETTER DU
0xA5C6,	0x30C6,	//	KATAKANA LETTER TE
0xA5C7,	0x30C7,	//	KATAKANA LETTER DE
0xA5C8,	0x30C8,	//	KATAKANA LETTER TO
0xA5C9,	0x30C9,	//	KATAKANA LETTER DO
0xA5CA,	0x30CA,	//	KATAKANA LETTER NA
0xA5CB,	0x30CB,	//	KATAKANA LETTER NI
0xA5CC,	0x30CC,	//	KATAKANA LETTER NU
0xA5CD,	0x30CD,	//	KATAKANA LETTER NE
0xA5CE,	0x30CE,	//	KATAKANA LETTER NO
0xA5CF,	0x30CF,	//	KATAKANA LETTER HA
0xA5D0,	0x30D0,	//	KATAKANA LETTER BA
0xA5D1,	0x30D1,	//	KATAKANA LETTER PA
0xA5D2,	0x30D2,	//	KATAKANA LETTER HI
0xA5D3,	0x30D3,	//	KATAKANA LETTER BI
0xA5D4,	0x30D4,	//	KATAKANA LETTER PI
0xA5D5,	0x30D5,	//	KATAKANA LETTER HU
0xA5D6,	0x30D6,	//	KATAKANA LETTER BU
0xA5D7,	0x30D7,	//	KATAKANA LETTER PU
0xA5D8,	0x30D8,	//	KATAKANA LETTER HE
0xA5D9,	0x30D9,	//	KATAKANA LETTER BE
0xA5DA,	0x30DA,	//	KATAKANA LETTER PE
0xA5DB,	0x30DB,	//	KATAKANA LETTER HO
0xA5DC,	0x30DC,	//	KATAKANA LETTER BO
0xA5DD,	0x30DD,	//	KATAKANA LETTER PO
0xA5DE,	0x30DE,	//	KATAKANA LETTER MA
0xA5DF,	0x30DF,	//	KATAKANA LETTER MI
0xA5E0,	0x30E0,	//	KATAKANA LETTER MU
